Member_number,Date,itemDescription
1385,2015-11-19,yogurt
1385,2015-11-19,root vegetables
1385,2015-11-19,other vegetables
1385,2015-11-19,chocolate
1385,2015-11-19,fruit/vegetable juice
1566,2015-11-19,tropical fruit
1566,2015-11-19,bottled beer
1628,2015-11-19,soda
1628,2015-11-19,pastry
1628,2015-11-19,bottled water
1770,2015-11-19,semi-finished bread
1770,2015-11-19,shopping bags
2020,2015-11-19,sausage
2020,2015-11-19,sliced cheese
2020,2015-11-19,yogurt
2020,2015-11-19,pastry
2020,2015-11-19,hygiene articles
2042,2015-11-19,meat
2042,2015-11-19,pork
2127,2015-11-19,citrus fruit
2127,2015-11-19,bottled beer
2127,2015-11-19,ice cream
2758,2015-11-19,hamburger meat
2758,2015-11-19,sausage
2758,2015-11-19,grapes
2758,2015-11-19,soda
2885,2015-11-19,chicken
2885,2015-11-19,bottled water
2924,2015-11-19,rolls/buns
2924,2015-11-19,yogurt
2924,2015-11-19,sugar
3284,2015-11-19,curd
3284,2015-11-19,whole milk
3315,2015-11-19,tropical fruit
3315,2015-11-19,candy
3937,2015-11-19,tropical fruit
3937,2015-11-19,salty snack
3946,2015-11-19,root vegetables
3946,2015-11-19,newspapers
4068,2015-11-19,newspapers
4068,2015-11-19,tropical fruit
4489,2015-11-19,shopping bags
4489,2015-11-19,curd
4751,2015-11-19,chicken
4751,2015-11-19,soda
4804,2015-11-19,pork
4804,2015-11-19,whole milk
4804,2015-11-19,domestic eggs
1110,2015-11-20,whole milk
1110,2015-11-20,soda
1111,2015-11-20,beef
1111,2015-11-20,semi-finished bread
1160,2015-11-20,pip fruit
1160,2015-11-20,tropical fruit
1160,2015-11-20,mustard
1234,2015-11-20,salty snack
1234,2015-11-20,root vegetables
1306,2015-11-20,whole milk
1306,2015-11-20,chocolate marshmallow
1306,2015-11-20,rolls/buns
1456,2015-11-20,newspapers
1456,2015-11-20,domestic eggs
1477,2015-11-20,sausage
1477,2015-11-20,pot plants
1655,2015-11-20,sausage
1655,2015-11-20,whole milk
1731,2015-11-20,chicken
1731,2015-11-20,waffles
1814,2015-11-20,beef
1814,2015-11-20,waffles
1892,2015-11-20,grapes
1892,2015-11-20,honey
1979,2015-11-20,yogurt
1979,2015-11-20,frozen meals
2271,2015-11-20,whole milk
2271,2015-11-20,root vegetables
3184,2015-11-20,citrus fruit
3184,2015-11-20,fruit/vegetable juice
3208,2015-11-20,rolls/buns
3208,2015-11-20,chicken
3208,2015-11-20,cream cheese
3208,2015-11-20,dishes
3244,2015-11-20,sausage
3244,2015-11-20,newspapers
3663,2015-11-20,citrus fruit
3663,2015-11-20,rolls/buns
4932,2015-11-20,tropical fruit
4932,2015-11-20,soda
1199,2015-11-21,rolls/buns
1199,2015-11-21,whole milk
1199,2015-11-21,white bread
1199,2015-11-21,popcorn
1259,2015-11-21,sausage
1259,2015-11-21,grapes
1259,2015-11-21,sliced cheese
1259,2015-11-21,napkins
1380,2015-11-21,whole milk
1380,2015-11-21,soda
1480,2015-11-21,rolls/buns
1480,2015-11-21,soda
1825,2015-11-21,fruit/vegetable juice
1825,2015-11-21,baking powder
1825,2015-11-21,oil
1979,2015-11-21,pastry
1979,2015-11-21,herbs
2286,2015-11-21,ham
2286,2015-11-21,whole milk
2410,2015-11-21,bottled water
2410,2015-11-21,berries
2410,2015-11-21,other vegetables
2410,2015-11-21,rolls/buns
2421,2015-11-21,abrasive cleaner
2421,2015-11-21,citrus fruit
2421,2015-11-21,whole milk
2421,2015-11-21,long life bakery product
2694,2015-11-21,tropical fruit
2694,2015-11-21,pip fruit
3190,2015-11-21,whole milk
3190,2015-11-21,liquor
3484,2015-11-21,whole milk
3484,2015-11-21,whole milk
3484,2015-11-21,semi-finished bread
3484,2015-11-21,brandy
3599,2015-11-21,dessert
3599,2015-11-21,whipped/sour cream
3737,2015-11-21,liquor (appetizer)
3737,2015-11-21,chocolate
3737,2015-11-21,soda
3741,2015-11-21,rolls/buns
3741,2015-11-21,other vegetables
4003,2015-11-21,whole milk
4003,2015-11-21,root vegetables
4220,2015-11-21,pip fruit
4220,2015-11-21,beef
4220,2015-11-21,whole milk
4220,2015-11-21,other vegetables
4355,2015-11-21,bottled beer
4355,2015-11-21,bottled beer
4727,2015-11-21,frankfurter
4727,2015-11-21,whole milk
4798,2015-11-21,pip fruit
4798,2015-11-21,shopping bags
4798,2015-11-21,yogurt
1197,2015-11-22,root vegetables
1197,2015-11-22,citrus fruit
1197,2015-11-22,root vegetables
1197,2015-11-22,misc. beverages
1197,2015-11-22,sliced cheese
1197,2015-11-22,packaged fruit/vegetables
1197,2015-11-22,yogurt
1197,2015-11-22,whipped/sour cream
1482,2015-11-22,beverages
1482,2015-11-22,canned fish
1670,2015-11-22,fish
1670,2015-11-22,pickled vegetables
1670,2015-11-22,hard cheese
1711,2015-11-22,frankfurter
1711,2015-11-22,yogurt
1834,2015-11-22,meat
1834,2015-11-22,canned fish
2394,2015-11-22,butter
2394,2015-11-22,whole milk
2421,2015-11-22,sausage
2421,2015-11-22,whole milk
2499,2015-11-22,root vegetables
2499,2015-11-22,frozen meals
2599,2015-11-22,liquor
2599,2015-11-22,tropical fruit
2599,2015-11-22,other vegetables
2650,2015-11-22,frankfurter
2650,2015-11-22,soda
2688,2015-11-22,dish cleaner
2688,2015-11-22,whole milk
2688,2015-11-22,canned fish
2818,2015-11-22,whole milk
2818,2015-11-22,whole milk
3483,2015-11-22,pasta
3483,2015-11-22,tropical fruit
3546,2015-11-22,whole milk
3546,2015-11-22,other vegetables
3546,2015-11-22,rolls/buns
3546,2015-11-22,Instant food products
3760,2015-11-22,whole milk
3760,2015-11-22,pork
3760,2015-11-22,UHT-milk
3760,2015-11-22,sliced cheese
3760,2015-11-22,beverages
3891,2015-11-22,brown bread
3891,2015-11-22,sugar
4376,2015-11-22,pork
4376,2015-11-22,root vegetables
4467,2015-11-22,frozen vegetables
4467,2015-11-22,berries
4467,2015-11-22,whole milk
4467,2015-11-22,candy
4502,2015-11-22,root vegetables
4502,2015-11-22,soda
4734,2015-11-22,tropical fruit
4734,2015-11-22,rolls/buns
4781,2015-11-22,ham
4781,2015-11-22,cream cheese
1264,2015-11-23,sugar
1264,2015-11-23,curd
1276,2015-11-23,condensed milk
1276,2015-11-23,hard cheese
1296,2015-11-23,other vegetables
1296,2015-11-23,yogurt
1583,2015-11-23,soda
1583,2015-11-23,pip fruit
1583,2015-11-23,sugar
1583,2015-11-23,brown bread
1952,2015-11-23,finished products
1952,2015-11-23,pork
1952,2015-11-23,onions
1952,2015-11-23,pasta
1952,2015-11-23,tropical fruit
1952,2015-11-23,soda
1952,2015-11-23,pastry
2003,2015-11-23,sausage
2003,2015-11-23,frozen dessert
2003,2015-11-23,brown bread
2003,2015-11-23,other vegetables
2007,2015-11-23,cream cheese
2007,2015-11-23,whole milk
2007,2015-11-23,brown bread
2007,2015-11-23,whole milk
2082,2015-11-23,brown bread
2082,2015-11-23,domestic eggs
2362,2015-11-23,specialty chocolate
2362,2015-11-23,frankfurter
2362,2015-11-23,citrus fruit
2362,2015-11-23,candy
2362,2015-11-23,brown bread
2756,2015-11-23,hamburger meat
2756,2015-11-23,curd
2847,2015-11-23,canned beer
2847,2015-11-23,white bread
3175,2015-11-23,chicken
3175,2015-11-23,soda
3175,2015-11-23,canned fish
3189,2015-11-23,bottled water
3189,2015-11-23,fruit/vegetable juice
3872,2015-11-23,beef
3872,2015-11-23,turkey
3872,2015-11-23,grapes
3872,2015-11-23,shopping bags
3872,2015-11-23,sliced cheese
3872,2015-11-23,bottled water
3955,2015-11-23,whipped/sour cream
3955,2015-11-23,root vegetables
3967,2015-11-23,whole milk
3967,2015-11-23,whole milk
3967,2015-11-23,sauces
4217,2015-11-23,pork
4217,2015-11-23,liquor
4452,2015-11-23,pork
4452,2015-11-23,other vegetables
4706,2015-11-23,sausage
4706,2015-11-23,chocolate
4942,2015-11-23,frankfurter
4942,2015-11-23,sliced cheese
2056,2015-11-24,newspapers
2056,2015-11-24,root vegetables
2056,2015-11-24,pastry
2056,2015-11-24,margarine
2106,2015-11-24,frankfurter
2106,2015-11-24,cream cheese
2106,2015-11-24,yogurt
2106,2015-11-24,baking powder
2164,2015-11-24,rolls/buns
2164,2015-11-24,brown bread
2164,2015-11-24,whole milk
2164,2015-11-24,pasta
2164,2015-11-24,curd
2164,2015-11-24,butter milk
2436,2015-11-24,misc. beverages
2436,2015-11-24,whole milk
2481,2015-11-24,rolls/buns
2481,2015-11-24,berries
2481,2015-11-24,shopping bags
2481,2015-11-24,rice
2542,2015-11-24,whole milk
2542,2015-11-24,root vegetables
2542,2015-11-24,margarine
2547,2015-11-24,soda
2547,2015-11-24,pet care
2547,2015-11-24,butter
2694,2015-11-24,whole milk
2694,2015-11-24,whole milk
2694,2015-11-24,ham
2694,2015-11-24,pip fruit
2694,2015-11-24,hard cheese
2694,2015-11-24,frozen fish
2694,2015-11-24,shopping bags
2694,2015-11-24,pot plants
2849,2015-11-24,pork
2849,2015-11-24,yogurt
2899,2015-11-24,chicken
2899,2015-11-24,cling film/bags
2899,2015-11-24,rolls/buns
3152,2015-11-24,rolls/buns
3152,2015-11-24,whole milk
3152,2015-11-24,semi-finished bread
3152,2015-11-24,processed cheese
3460,2015-11-24,domestic eggs
3460,2015-11-24,frozen vegetables
3497,2015-11-24,pet care
3497,2015-11-24,pork
3580,2015-11-24,ice cream
3580,2015-11-24,canned beer
3680,2015-11-24,pork
3680,2015-11-24,whole milk
4169,2015-11-24,whole milk
4169,2015-11-24,bottled water
4332,2015-11-24,pork
4332,2015-11-24,processed cheese
4393,2015-11-24,fruit/vegetable juice
4393,2015-11-24,herbs
4393,2015-11-24,dishes
4793,2015-11-24,root vegetables
4793,2015-11-24,yogurt
4806,2015-11-24,tropical fruit
4806,2015-11-24,whole milk
4938,2015-11-24,sausage
4938,2015-11-24,tropical fruit
4938,2015-11-24,frozen vegetables
4938,2015-11-24,other vegetables
4938,2015-11-24,shopping bags
4951,2015-11-24,whole milk
4951,2015-11-24,pip fruit
4996,2015-11-24,rolls/buns
4996,2015-11-24,misc. beverages
4996,2015-11-24,bottled water
4996,2015-11-24,decalcifier
4996,2015-11-24,semi-finished bread
4996,2015-11-24,soda
1000,2015-11-25,sausage
1000,2015-11-25,hygiene articles
1045,2015-11-25,chicken
1045,2015-11-25,onions
1452,2015-11-25,tropical fruit
1452,2015-11-25,other vegetables
1452,2015-11-25,rice
1635,2015-11-25,butter
1635,2015-11-25,citrus fruit
2168,2015-11-25,bottled beer
2168,2015-11-25,rolls/buns
2168,2015-11-25,waffles
2314,2015-11-25,pork
2314,2015-11-25,yogurt
2486,2015-11-25,sausage
2486,2015-11-25,yogurt
2654,2015-11-25,sausage
2654,2015-11-25,berries
2654,2015-11-25,pasta
2952,2015-11-25,frankfurter
2952,2015-11-25,whole milk
2952,2015-11-25,shopping bags
2952,2015-11-25,rolls/buns
2978,2015-11-25,chewing gum
2978,2015-11-25,other vegetables
2978,2015-11-25,pip fruit
3031,2015-11-25,beef
3031,2015-11-25,brown bread
3186,2015-11-25,liver loaf
3186,2015-11-25,other vegetables
3563,2015-11-25,spread cheese
3563,2015-11-25,whole milk
3637,2015-11-25,frankfurter
3637,2015-11-25,root vegetables
3637,2015-11-25,yogurt
3637,2015-11-25,whole milk
4236,2015-11-25,beef
4236,2015-11-25,frankfurter
4236,2015-11-25,canned beer
4236,2015-11-25,pip fruit
4236,2015-11-25,brown bread
4236,2015-11-25,frozen vegetables
4236,2015-11-25,newspapers
4236,2015-11-25,misc. beverages
4277,2015-11-25,yogurt
4277,2015-11-25,grapes
4608,2015-11-25,fruit/vegetable juice
4608,2015-11-25,frozen vegetables
4608,2015-11-25,chocolate
4905,2015-11-25,berries
4905,2015-11-25,other vegetables
4910,2015-11-25,condensed milk
4910,2015-11-25,pastry
1040,2015-11-26,tropical fruit
1040,2015-11-26,chicken
1040,2015-11-26,onions
1040,2015-11-26,packaged fruit/vegetables
1251,2015-11-26,canned beer
1251,2015-11-26,dessert
1251,2015-11-26,fruit/vegetable juice
1385,2015-11-26,whole milk
1385,2015-11-26,frozen vegetables
1427,2015-11-26,rolls/buns
1427,2015-11-26,soda
1427,2015-11-26,other vegetables
1427,2015-11-26,pip fruit
1526,2015-11-26,sausage
1526,2015-11-26,whole milk
1526,2015-11-26,yogurt
1540,2015-11-26,skin care
1540,2015-11-26,frankfurter
1540,2015-11-26,root vegetables
1540,2015-11-26,fruit/vegetable juice
1985,2015-11-26,bottled water
1985,2015-11-26,whole milk
1985,2015-11-26,rolls/buns
2215,2015-11-26,citrus fruit
2215,2015-11-26,cream cheese
2560,2015-11-26,sausage
2560,2015-11-26,pork
2560,2015-11-26,pip fruit
2560,2015-11-26,soda
2560,2015-11-26,beef
2560,2015-11-26,fruit/vegetable juice
2560,2015-11-26,root vegetables
2560,2015-11-26,berries
2560,2015-11-26,misc. beverages
2578,2015-11-26,canned beer
2578,2015-11-26,rolls/buns
2672,2015-11-26,frankfurter
2672,2015-11-26,pastry
3207,2015-11-26,bottled beer
3207,2015-11-26,soda
3600,2015-11-26,hamburger meat
3600,2015-11-26,whole milk
3724,2015-11-26,curd
3724,2015-11-26,sausage
3794,2015-11-26,tropical fruit
3794,2015-11-26,other vegetables
3794,2015-11-26,berries
3794,2015-11-26,butter
4139,2015-11-26,coffee
4139,2015-11-26,rolls/buns
4139,2015-11-26,soda
4503,2015-11-26,pastry
4503,2015-11-26,coffee
1196,2015-11-27,mayonnaise
1196,2015-11-27,candy
1196,2015-11-27,rolls/buns
1196,2015-11-27,bottled beer
1259,2015-11-27,pork
1259,2015-11-27,root vegetables
1625,2015-11-27,packaged fruit/vegetables
1625,2015-11-27,rolls/buns
1625,2015-11-27,root vegetables
1625,2015-11-27,napkins
1625,2015-11-27,soft cheese
1742,2015-11-27,other vegetables
1742,2015-11-27,root vegetables
1823,2015-11-27,whole milk
1823,2015-11-27,berries
1823,2015-11-27,bottled water
1823,2015-11-27,curd
1823,2015-11-27,napkins
1843,2015-11-27,bottled beer
1843,2015-11-27,root vegetables
1878,2015-11-27,citrus fruit
1878,2015-11-27,whole milk
2063,2015-11-27,root vegetables
2063,2015-11-27,herbs
2107,2015-11-27,frankfurter
2107,2015-11-27,bottled water
2273,2015-11-27,hamburger meat
2273,2015-11-27,root vegetables
2633,2015-11-27,other vegetables
2633,2015-11-27,newspapers
2633,2015-11-27,waffles
2957,2015-11-27,photo/film
2957,2015-11-27,grapes
3067,2015-11-27,misc. beverages
3067,2015-11-27,frozen meals
3165,2015-11-27,pip fruit
3165,2015-11-27,specialty chocolate
3165,2015-11-27,liquor
3165,2015-11-27,rolls/buns
3201,2015-11-27,tropical fruit
3201,2015-11-27,berries
3201,2015-11-27,whole milk
3201,2015-11-27,soap
3239,2015-11-27,citrus fruit
3239,2015-11-27,yogurt
3447,2015-11-27,frankfurter
3447,2015-11-27,ice cream
3447,2015-11-27,mustard
3447,2015-11-27,soda
3467,2015-11-27,pip fruit
3467,2015-11-27,citrus fruit
3608,2015-11-27,UHT-milk
3608,2015-11-27,rolls/buns
3661,2015-11-27,butter
3661,2015-11-27,misc. beverages
3661,2015-11-27,shopping bags
3679,2015-11-27,grapes
3679,2015-11-27,grapes
3736,2015-11-27,soda
3736,2015-11-27,beef
3736,2015-11-27,other vegetables
3736,2015-11-27,soda
3736,2015-11-27,flour
3773,2015-11-27,ham
3773,2015-11-27,soda
3773,2015-11-27,specialty chocolate
4484,2015-11-27,rolls/buns
4484,2015-11-27,pork
4574,2015-11-27,bottled beer
4574,2015-11-27,whole milk
4624,2015-11-27,frankfurter
4624,2015-11-27,pork
4624,2015-11-27,sliced cheese
4624,2015-11-27,candy
4624,2015-11-27,pastry
4624,2015-11-27,shopping bags
4827,2015-11-27,canned beer
4827,2015-11-27,frankfurter
4827,2015-11-27,brown bread
4827,2015-11-27,pip fruit
4827,2015-11-27,frozen vegetables
4827,2015-11-27,pudding powder
1339,2015-11-28,bottled water
1339,2015-11-28,whole milk
1339,2015-11-28,whole milk
1339,2015-11-28,frozen vegetables
1438,2015-11-28,frankfurter
1438,2015-11-28,UHT-milk
1438,2015-11-28,sliced cheese
1488,2015-11-28,onions
1488,2015-11-28,curd
1515,2015-11-28,waffles
1515,2015-11-28,pasta
2072,2015-11-28,frankfurter
2072,2015-11-28,other vegetables
2188,2015-11-28,rolls/buns
2188,2015-11-28,bottled beer
2331,2015-11-28,canned beer
2331,2015-11-28,tropical fruit
2331,2015-11-28,bottled beer
2340,2015-11-28,butter
2340,2015-11-28,whole milk
2403,2015-11-28,whole milk
2403,2015-11-28,chewing gum
2649,2015-11-28,chocolate
2649,2015-11-28,root vegetables
2678,2015-11-28,cream cheese
2678,2015-11-28,dessert
2699,2015-11-28,whipped/sour cream
2699,2015-11-28,pastry
2728,2015-11-28,whole milk
2728,2015-11-28,whole milk
3039,2015-11-28,pip fruit
3039,2015-11-28,whole milk
3547,2015-11-28,bottled water
3547,2015-11-28,soda
3547,2015-11-28,domestic eggs
3547,2015-11-28,jam
3547,2015-11-28,whole milk
3735,2015-11-28,soda
3735,2015-11-28,rolls/buns
4097,2015-11-28,hygiene articles
4097,2015-11-28,grapes
4110,2015-11-28,whole milk
4110,2015-11-28,root vegetables
4134,2015-11-28,canned beer
4134,2015-11-28,dessert
4352,2015-11-28,sausage
4352,2015-11-28,dog food
4392,2015-11-28,ham
4392,2015-11-28,whole milk
4392,2015-11-28,shopping bags
4442,2015-11-28,whole milk
4442,2015-11-28,whipped/sour cream
4538,2015-11-28,sausage
4538,2015-11-28,liquor (appetizer)
4821,2015-11-28,tropical fruit
4821,2015-11-28,whole milk
4821,2015-11-28,rolls/buns
4821,2015-11-28,cream cheese
4821,2015-11-28,whole milk
4821,2015-11-28,shopping bags
1116,2015-11-29,frankfurter
1116,2015-11-29,rolls/buns
1182,2015-11-29,hamburger meat
1182,2015-11-29,pip fruit
1331,2015-11-29,other vegetables
1331,2015-11-29,root vegetables
1354,2015-11-29,canned beer
1354,2015-11-29,ice cream
1354,2015-11-29,newspapers
1354,2015-11-29,pastry
1354,2015-11-29,bottled beer
1366,2015-11-29,whole milk
1366,2015-11-29,beef
1649,2015-11-29,curd
1649,2015-11-29,frozen meals
1665,2015-11-29,other vegetables
1665,2015-11-29,soda
1846,2015-11-29,sausage
1846,2015-11-29,bottled water
1846,2015-11-29,mustard
1846,2015-11-29,bottled beer
1901,2015-11-29,yogurt
1901,2015-11-29,rolls/buns
1901,2015-11-29,berries
1901,2015-11-29,whole milk
1901,2015-11-29,zwieback
1901,2015-11-29,brown bread
1901,2015-11-29,newspapers
2211,2015-11-29,other vegetables
2211,2015-11-29,newspapers
2326,2015-11-29,pork
2326,2015-11-29,beverages
2326,2015-11-29,misc. beverages
2326,2015-11-29,chewing gum
3035,2015-11-29,yogurt
3035,2015-11-29,bottled beer
3051,2015-11-29,frankfurter
3051,2015-11-29,other vegetables
3051,2015-11-29,ham
3051,2015-11-29,other vegetables
3051,2015-11-29,other vegetables
3051,2015-11-29,fruit/vegetable juice
3051,2015-11-29,rolls/buns
3051,2015-11-29,fruit/vegetable juice
3051,2015-11-29,rolls/buns
3325,2015-11-29,beef
3325,2015-11-29,white bread
3325,2015-11-29,frozen vegetables
3354,2015-11-29,berries
3354,2015-11-29,canned fish
3354,2015-11-29,waffles
3384,2015-11-29,bottled water
3384,2015-11-29,frozen vegetables
3449,2015-11-29,pork
3449,2015-11-29,soda
3449,2015-11-29,rolls/buns
3449,2015-11-29,brown bread
3503,2015-11-29,canned beer
3503,2015-11-29,pip fruit
3729,2015-11-29,salty snack
3729,2015-11-29,specialty bar
3729,2015-11-29,brown bread
3729,2015-11-29,instant coffee
3732,2015-11-29,berries
3732,2015-11-29,oil
3732,2015-11-29,cat food
3902,2015-11-29,ham
3902,2015-11-29,whole milk
4437,2015-11-29,domestic eggs
4437,2015-11-29,frozen fish
4509,2015-11-29,tropical fruit
4509,2015-11-29,berries
4509,2015-11-29,beef
4509,2015-11-29,butter milk
4509,2015-11-29,yogurt
4509,2015-11-29,sliced cheese
4532,2015-11-29,hygiene articles
4532,2015-11-29,chicken
4580,2015-11-29,liquor (appetizer)
4580,2015-11-29,onions
4580,2015-11-29,whole milk
4580,2015-11-29,butter
4580,2015-11-29,cream cheese
4580,2015-11-29,specialty cheese
4628,2015-11-29,salty snack
4628,2015-11-29,citrus fruit
4628,2015-11-29,yogurt
4628,2015-11-29,berries
4641,2015-11-29,ham
4641,2015-11-29,other vegetables
4914,2015-11-29,whole milk
4914,2015-11-29,whole milk
1088,2015-11-30,tropical fruit
1088,2015-11-30,meat
1088,2015-11-30,other vegetables
1088,2015-11-30,domestic eggs
1088,2015-11-30,baking powder
1223,2015-11-30,ham
1223,2015-11-30,rum
1504,2015-11-30,curd
1504,2015-11-30,whole milk
1538,2015-11-30,tropical fruit
1538,2015-11-30,root vegetables
1565,2015-11-30,canned beer
1565,2015-11-30,shopping bags
1565,2015-11-30,whole milk
1659,2015-11-30,coffee
1659,2015-11-30,whole milk
1804,2015-11-30,sausage
1804,2015-11-30,white bread
1804,2015-11-30,whole milk
1804,2015-11-30,butter
2505,2015-11-30,bottled water
2505,2015-11-30,chicken
2505,2015-11-30,processed cheese
2505,2015-11-30,whole milk
2765,2015-11-30,candy
2765,2015-11-30,yogurt
2914,2015-11-30,meat
2914,2015-11-30,bottled water
3066,2015-11-30,root vegetables
3066,2015-11-30,root vegetables
3227,2015-11-30,soda
3227,2015-11-30,pip fruit
3227,2015-11-30,pastry
3227,2015-11-30,jam
3304,2015-11-30,root vegetables
3304,2015-11-30,berries
3304,2015-11-30,other vegetables
3304,2015-11-30,hygiene articles
3304,2015-11-30,white bread
3304,2015-11-30,whipped/sour cream
3545,2015-11-30,frankfurter
3545,2015-11-30,whipped/sour cream
3677,2015-11-30,sausage
3677,2015-11-30,frankfurter
3677,2015-11-30,napkins
3677,2015-11-30,soda
4104,2015-11-30,detergent
4104,2015-11-30,pot plants
4482,2015-11-30,hamburger meat
4482,2015-11-30,whole milk
4482,2015-11-30,rolls/buns
4482,2015-11-30,yogurt
4482,2015-11-30,frozen vegetables
4574,2015-11-30,frankfurter
4574,2015-11-30,sausage
4574,2015-11-30,margarine
4574,2015-11-30,rolls/buns
4574,2015-11-30,bottled beer
4574,2015-11-30,mustard
4964,2015-11-30,whole milk
4964,2015-11-30,domestic eggs
